product_category_name,customer_state,total_orders,avg_cost_to_serve,avg_cost_pct,problem_rate
consoles_games,GO,22,18.264545454545456,0.39299471054738805,0.09090909090909091
relogios_presentes,MA,60,33.797999999999995,0.39297653105860053,0.18333333333333332
construcao_ferramentas_jardim,PE,6,38.87166666666666,0.39270557226756214,0.0
consoles_games,MG,133,16.774586466165413,0.39195223256394035,0.03007518796992481
utilidades_domesticas,MS,39,32.79102564102564,0.3914721233208771,0.07692307692307693
moveis_escritorio,RN,5,99.486,0.39129956056948717,0.2
esporte_lazer,RN,22,38.31136363636364,0.3906071368736073,0.09090909090909091
alimentos,MG,38,16.826315789473682,0.390283121553336,0.05263157894736842
esporte_lazer,MT,76,25.720657894736842,0.38989710202885197,0.07894736842105263
cool_stuff,RO,12,52.656666666666666,0.3895060398595019,0.0
casa_construcao,MT,7,39.98571428571428,0.3889715687626073,0.0
fashion_bolsas_e_acessorios,DF,41,18.464268292682927,0.3886983605757859,0.12195121951219512
livros_tecnicos,RS,12,18.830000000000002,0.388254375380703,0.0
informatica_acessorios,PE,106,27.744811320754714,0.3877115925339949,0.07547169811320754
esporte_lazer,PB,36,40.38194444444444,0.38671400350996676,0.1388888888888889
relogios_presentes,SE,20,29.753499999999995,0.3864406592932479,0.3
